"","q01","q02","q03","q05","party_registered","q06","q06a","q06b","q07","q16","q24","q36","q37","q38","q39","q40","q45","q46","q46a","q46b","d1","d1a","d2","d3","d4","d4a","d5","d5a","d6","d7","d8","d9","d9a","d10","d10a","d11","county","language","gender","weight","pres_ticketpref","year"
"1864","wrong direction","bad times","yes, mild recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",40,"35 to 44","own",9,"no","Do not have kids","full-time employed",NA,"never married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","no, would not","$80,000 to under $100,000","Ventura        ","English","Female",0.782065252007806,"Democratic",2008
"1865","wrong direction","good times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","approve","only some of the time","a few big interests","some","somewhat liberal","fair amount","always","yes",49,"45 to 54","own",4,"no","Do not have kids","not-employed","not employed, homemaker","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","yes, would","$40,000 to under $60,000","Ventura        ","English","Female",0.82914249257001,"Democratic",2008
"1866","wrong direction","bad times","[VOL] don't know","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","very liberal","great deal","always","yes",49,"45 to 54","own",9,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Jewish",NA,"$100,000 to under $200,000","Ventura        ","English","Female",0.82914249257001,"Democratic",2008
"1867","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",50,"45 to 54","own",1,"no","Do not have kids","full-time employed",NA,"divorced","High school graduate/GED","Hispanic or Latino","no","yes, U.S. citizen","no religion (includes: not a believer, not religious, atheis",NA,"$60,000 to under $80,000","San Luis Obispo","English","Female",0.82914249257001,"Democratic",2008
"1868","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","middle-of-the-road","great deal","always","yes",48,"45 to 54","own",10,"no","Do not have kids","not-employed","not employed, student","married","Post graduate",NA,"yes",NA,"Christian; just Christian","no, would not","$100,000 to under $200,000","Ventura        ","English","Female",0.82914249257001,"Democratic",2008
"1869","right direction","bad times","yes, serious recession","yes","Democrat",2,0,0,"[VOL] don't know","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",53,"45 to 54","own",0,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$40,000 to under $60,000","Siskiyou       ","English","Female",0.82914249257001,"Democratic",2008
"1870","[VOL] don't know","[VOL] don't know","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","somewhat liberal","fair amount","nearly always","yes",49,"45 to 54","rent",12,"no","Do not have kids","[VOL] disabled/On Disability",NA,"never married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$80,000 to under $100,000","San Luis Obispo","English","Female",0.82914249257001,"Democratic",2008
"1871","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",60,"55 to 64","own",23,"no","Do not have kids","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$80,000 to under $100,000","Santa Cruz     ","English","Female",1.04550205764302,"Democratic",2008
"1872","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","very liberal","great deal","always","yes",61,"55 to 64","own",3,"no","Do not have kids","part-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$40,000 to under $60,000","Plumas         ","English","Female",1.04550205764302,"Democratic",2008
"1873","right direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","approve","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",56,"55 to 64","own",20,"no","Do not have kids","full-time employed",NA,"widowed","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Non-denominational","no, would not","$60,000 to under $80,000","Ventura        ","English","Female",1.04550205764302,"Democratic",2008
"1874","right direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",57,"55 to 64","rent",4,"no","Do not have kids","full-time employed",NA,"divorced","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$80,000 to under $100,000","Santa Barbara  ","English","Female",1.04550205764302,"Democratic",2008
"1875","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","always","yes",62,"55 to 64","own",42,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Buddhism",NA,"$40,000 to under $60,000","Humboldt       ","English","Female",1.04550205764302,"Democratic",2008
"1876","wrong direction","bad times","yes, moderate recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",57,"55 to 64","own",5,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$60,000 to under $80,000","San Luis Obispo","English","Female",1.04550205764302,"Democratic",2008
"1877","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",75,"65 or older","own",8,"no","Do not have kids","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$20,000 to under $40,000","Santa Cruz     ","English","Female",0.574141484558736,"Democratic",2008
"1878","[VOL] don't know","[VOL] don't know","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","some","somewhat liberal","fair amount","always","yes",66,"65 or older","own",7,"no","Do not have kids","not-employed","not employed, retired","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,NA,"Santa Barbara  ","English","Female",0.574141484558736,"Democratic",2008
"1879","right direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","approve","most of the time","benefit of all of the people","a lot","very liberal","fair amount","always","yes",77,"65 or older","own",45,"no","Do not have kids","not-employed","not employed, retired","married","High school graduate/GED","Hispanic or Latino","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$40,000 to under $60,000","Ventura        ","English","Female",0.574141484558736,"Democratic",2008
"1880","wrong direction","bad times","yes, serious recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",73,"65 or older","own",33,"no","Do not have kids","not-employed","not employed, retired","married","Post graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$80,000 to under $100,000","Ventura        ","English","Female",0.574141484558736,"Democratic",2008
"1881","wrong direction","good times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",65,"65 or older","own",38,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Islam (Muslim)",NA,"$100,000 to under $200,000","Ventura        ","English","Female",0.574141484558736,"Democratic",2008
"1882","[VOL] don't know","bad times","[VOL] don't know","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",68,"65 or older","own",28,"no","Do not have kids","not-employed","not employed, homemaker","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$40,000 to under $60,000","Mendocino      ","English","Female",0.574141484558736,"Democratic",2008
"1883","[VOL] don't know","bad times","[VOL] don't know","yes","Democrat",1,0,0,"[VOL] don't know","not too closely","[VOL] don't know","disapprove","[VOL] don't know","only some of the time","benefit of all of the people","a lot","middle-of-the-road","only a little","always","yes",89,"65 or older","own",14,"no","Do not have kids","not-employed","not employed, retired","widowed","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","Under $20,000","Ventura        ","English","Female",0.574141484558736,"Democratic",2008
